,greV,greQ,greA,cgpa,univName
11054,157.0,145.0,0.0,3.01,Aga Khan University
11057,159.0,165.0,5.0,3.7,Aga Khan University
11061,152.0,161.0,4.0,3.79,Bahauddin Zakariya University
11066,159.0,163.0,4.0,3.9,National University of Sciences and Technology
11093,162.0,170.0,3.5,3.89,"University of Engineering and Technology, Lahore"
11107,160.0,169.0,4.0,3.9,Quaid-i-Azam University
11137,164.0,168.0,4.0,3.9,National University of Sciences and Technology
11150,160.0,167.0,0.0,3.9,Quaid-i-Azam University
11196,158.0,154.0,4.5,4.0,University of Central Punjab
11233,170.0,158.0,4.5,3.41,Bahria University
11261,153.0,168.0,4.0,3.9,Bahauddin Zakariya University
11495,150.0,152.0,4.0,3.7,National University of Sciences and Technology
11496,148.0,168.0,3.5,3.44,National University of Sciences and Technology
11533,159.0,154.0,5.0,4.0,National University of Sciences and Technology
11535,155.0,162.0,4.5,3.77,Air University
11544,160.0,156.0,3.5,2.66,Aga Khan University
11564,147.0,170.0,3.0,3.98,"University of Engineering and Technology, Lahore"
11586,165.0,151.0,4.5,3.82,Bahria University
11587,160.0,162.0,4.0,3.9,University of Central Punjab
11627,157.0,170.0,3.5,4.0,National University of Modern Languages
11658,141.0,145.0,3.0,2.5,Bahauddin Zakariya University
11666,160.0,160.0,4.0,3.4,Aga Khan University
11672,170.0,165.0,4.5,3.96,COMSATS University Islamabad
11673,170.0,165.0,4.5,3.96,"University of Engineering and Technology, Lahore"
11676,151.0,164.0,3.5,3.95,University of the Punjab
11764,157.0,169.0,4.5,3.93,COMSATS University Islamabad
11770,158.0,169.0,4.5,3.7,COMSATS University Islamabad
11773,157.0,170.0,3.5,3.73,COMSATS University Islamabad
11779,162.0,169.0,5.0,3.61,COMSATS University Islamabad
11801,154.0,169.0,4.0,9.3,National University of Modern Languages
11836,163.0,170.0,4.0,3.96,COMSATS University Islamabad
11840,150.0,170.0,4.0,2.76,Bahria University
11868,163.0,167.0,3.5,3.92,University of Central Punjab
11907,160.0,167.0,3.5,3.85,Quaid-i-Azam University
11924,147.0,167.0,3.0,3.3,Aga Khan University
11925,147.0,167.0,3.0,3.3,University of the Punjab
11998,158.0,168.0,4.5,3.66,COMSATS University Islamabad
12012,163.0,170.0,5.0,3.7,Aga Khan University
12028,167.0,170.0,5.0,9.55,Bahauddin Zakariya University
12036,160.0,150.0,3.5,3.53,Lahore University of Management Sciences
12070,155.0,163.0,5.0,3.01,Aga Khan University
12105,156.0,167.0,3.0,3.45,University of the Punjab
12107,156.0,167.0,3.0,3.45,COMSATS University Islamabad
12165,165.0,167.0,5.0,3.88,COMSATS University Islamabad
12182,160.0,170.0,4.5,3.63,Air University
12225,160.0,169.0,6.0,3.76,COMSATS University Islamabad
12260,151.0,167.0,3.5,3.67,National University of Sciences and Technology
12273,168.0,170.0,3.0,3.84,Bahauddin Zakariya University
12276,152.0,165.0,4.0,3.79,Bahauddin Zakariya University
12349,167.0,157.0,4.0,3.82,COMSATS University Islamabad
12367,151.0,154.0,4.5,3.7,National University of Computer and Emerging Sciences
12380,154.0,149.0,4.0,3.7,National University of Computer and Emerging Sciences
12383,163.0,170.0,5.0,9.43,Bahauddin Zakariya University
12431,160.0,154.0,4.0,3.95,Aga Khan University
12438,160.0,167.0,4.0,3.7,Bahauddin Zakariya University
12439,164.0,168.0,3.5,3.91,Air University
12456,158.0,163.0,5.0,3.32,COMSATS University Islamabad
12461,162.0,169.0,5.0,3.75,Bahauddin Zakariya University
12469,170.0,150.0,3.0,3.62,Institute of Business Administration
12472,167.0,167.0,4.5,4.0,National University of Sciences and Technology
12484,166.0,162.0,5.5,3.85,Bahauddin Zakariya University
12520,167.0,166.0,5.0,3.58,National University of Sciences and Technology
12525,167.0,166.0,5.0,3.58,COMSATS University Islamabad
12568,157.0,157.0,4.0,3.91,National University of Modern Languages
12593,155.0,170.0,3.5,3.92,Bahauddin Zakariya University
12611,160.0,163.0,4.5,3.6,University of Central Punjab
12636,149.0,162.0,3.5,3.32,University of the Punjab
12656,162.0,170.0,4.0,3.69,Air University
12744,155.0,160.0,4.5,3.35,Bahria University
12751,152.0,170.0,3.5,3.92,Quaid-i-Azam University
12788,165.0,167.0,0.0,4.0,COMSATS University Islamabad
12814,155.0,155.0,5.5,2.85,Bahauddin Zakariya University
12865,157.0,161.0,5.5,3.82,NED University of Engineering and Technology
12886,160.0,169.0,6.0,3.76,NED University of Engineering and Technology
12906,163.0,170.0,4.5,4.0,Bahauddin Zakariya University
12922,155.0,170.0,4.0,3.97,Bahauddin Zakariya University
12923,160.0,170.0,4.5,3.63,Quaid-i-Azam University
12939,161.0,167.0,4.5,3.8,Bahauddin Zakariya University
12944,154.0,167.0,4.0,3.67,Bahauddin Zakariya University
12945,158.0,157.0,5.0,3.5,COMSATS University Islamabad
12976,159.0,169.0,4.0,3.6,National University of Sciences and Technology
13038,170.0,165.0,5.0,3.96,National University of Sciences and Technology
13043,157.0,166.0,3.5,3.77,Bahauddin Zakariya University
13056,157.0,160.0,3.5,3.7,Bahauddin Zakariya University
13087,159.0,155.0,5.5,3.8,NED University of Engineering and Technology
13103,161.0,168.0,3.5,3.4,Bahauddin Zakariya University
13104,155.0,149.0,4.5,3.7,National University of Modern Languages
13119,158.0,153.0,4.5,4.0,Bahauddin Zakariya University
13181,154.0,170.0,3.5,3.55,National University of Modern Languages
13190,162.0,169.0,5.0,3.7,COMSATS University Islamabad
13223,159.0,154.0,3.5,3.57,Quaid-i-Azam University
13232,158.0,160.0,5.0,4.0,National University of Modern Languages
13234,162.0,168.0,4.5,4.0,Aga Khan University
13265,159.0,166.0,4.5,3.86,COMSATS University Islamabad
13267,153.0,159.0,3.5,3.6,National University of Computer and Emerging Sciences
13276,162.0,166.0,6.0,3.5,"International Islamic University, Islamabad"
13282,159.0,158.0,0.0,3.93,Air University
13284,159.0,158.0,0.0,3.93,National University of Modern Languages
13288,147.0,167.0,3.0,3.3,University of Central Punjab
13314,154.0,163.0,4.0,7.08,NED University of Engineering and Technology
13315,166.0,167.0,4.0,3.79,COMSATS University Islamabad
13317,166.0,167.0,4.0,3.79,National University of Sciences and Technology
13318,166.0,167.0,4.0,3.79,National University of Computer and Emerging Sciences
13319,154.0,157.0,4.5,3.96,University of Central Punjab
13344,162.0,153.0,5.0,3.59,"University of Engineering and Technology, Lahore"
13383,158.0,162.0,4.5,3.92,Aga Khan University
13400,158.0,156.0,3.5,3.9,"University of Engineering and Technology, Lahore"
13413,157.0,170.0,4.0,3.5,Aga Khan University
13428,164.0,167.0,5.0,3.9,Air University
13432,149.0,167.0,3.0,3.3,NED University of Engineering and Technology
13436,151.0,149.0,3.5,3.5,COMSATS University Islamabad
13448,161.0,165.0,5.0,3.9,National University of Computer and Emerging Sciences
13543,153.0,160.0,3.0,4.0,COMSATS University Islamabad
13568,162.0,160.0,4.0,3.8,COMSATS University Islamabad
13573,154.0,147.0,4.5,3.86,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
13591,160.0,151.0,4.0,3.48,NED University of Engineering and Technology
13613,164.0,160.0,5.0,3.93,Quaid-i-Azam University
13616,150.0,150.0,4.5,3.9,Bahria University
13638,161.0,154.0,5.0,3.74,Air University
13646,165.0,167.0,3.5,3.8,Bahria University
13661,149.0,167.0,3.0,3.3,National University of Computer and Emerging Sciences
13681,149.0,167.0,3.0,3.3,National University of Sciences and Technology
13683,159.0,154.0,5.0,3.98,Air University
13744,170.0,156.0,4.0,3.9,COMSATS University Islamabad
13745,170.0,168.0,4.5,3.6,NED University of Engineering and Technology
13754,156.0,169.0,4.5,3.43,National University of Computer and Emerging Sciences
13779,155.0,168.0,3.5,3.23,Quaid-i-Azam University
13796,167.0,166.0,5.0,3.9,National University of Computer and Emerging Sciences
13830,169.0,166.0,4.5,3.9,"International Islamic University, Islamabad"
13872,157.0,170.0,4.0,3.5,Aga Khan University
13884,157.0,170.0,3.5,3.2,Aga Khan University
13960,168.0,168.0,5.0,3.99,University of Central Punjab
13969,144.0,161.0,3.0,3.3,"University of Engineering and Technology, Lahore"
13970,152.0,156.0,3.5,3.7,National University of Computer and Emerging Sciences
13985,150.0,155.0,4.0,3.82,Air University
14036,160.0,153.0,4.0,3.4,"International Islamic University, Islamabad"
14038,153.0,160.0,4.0,3.4,Bahria University
14040,170.0,166.0,4.5,3.69,COMSATS University Islamabad
14042,162.0,160.0,5.0,3.7,Air University
14045,163.0,154.0,5.0,3.76,Air University
14080,163.0,156.0,6.0,3.7,National University of Computer and Emerging Sciences
14103,160.0,157.0,4.5,3.3,"International Islamic University, Islamabad"
14129,154.0,164.0,3.5,3.5,National University of Modern Languages
14136,163.0,170.0,4.0,3.73,COMSATS University Islamabad
14151,165.0,170.0,5.5,3.92,COMSATS University Islamabad
14159,166.0,169.0,6.0,3.75,Bahauddin Zakariya University
14160,163.0,165.0,4.0,3.5,Bahria University
14168,160.0,149.0,5.5,3.9,Bahauddin Zakariya University
14193,163.0,152.0,5.5,3.8,Air University
14234,161.0,154.0,5.0,3.2,"University of Engineering and Technology, Lahore"
14240,160.0,157.0,4.0,3.62,National University of Modern Languages
14248,164.0,170.0,4.0,3.86,Bahauddin Zakariya University
14281,152.0,154.0,3.0,3.64,National University of Modern Languages
14285,169.0,160.0,4.0,3.88,Aga Khan University
14297,165.0,160.0,5.0,3.77,NED University of Engineering and Technology
14300,161.0,170.0,4.5,3.89,Aga Khan University
14310,156.0,159.0,4.0,3.76,"International Islamic University, Islamabad"
14326,157.0,158.0,3.0,3.7,Aga Khan University
14355,161.0,165.0,5.5,3.7,National University of Computer and Emerging Sciences
14360,157.0,161.0,5.0,3.64,"University of Engineering and Technology, Lahore"
14368,162.0,167.0,0.0,3.9,National University of Computer and Emerging Sciences
14369,163.0,166.0,4.5,3.05,Air University
14394,167.0,170.0,5.5,3.95,Bahauddin Zakariya University
14397,167.0,151.0,5.0,3.79,University of the Punjab
14417,155.0,167.0,3.5,3.0,Air University
14435,162.0,170.0,3.5,3.0,Bahauddin Zakariya University
14449,153.0,162.0,5.0,3.64,"International Islamic University, Islamabad"
14469,155.0,168.0,5.0,3.86,Aga Khan University
14477,162.0,169.0,4.0,3.98,COMSATS University Islamabad
14489,155.0,163.0,4.0,3.27,Bahauddin Zakariya University
14490,156.0,170.0,3.0,3.5,National University of Modern Languages
14633,158.0,163.0,4.0,4.0,NED University of Engineering and Technology
14657,167.0,161.0,5.0,3.95,COMSATS University Islamabad
14691,156.0,154.0,4.0,3.4,Air University
14693,156.0,170.0,3.5,3.89,National University of Computer and Emerging Sciences
14705,157.0,170.0,4.0,3.5,Quaid-i-Azam University
14707,160.0,165.0,5.0,3.58,Bahria University
14712,162.0,170.0,0.0,3.96,COMSATS University Islamabad
14734,163.0,159.0,5.0,3.95,National University of Modern Languages
14737,163.0,159.0,5.0,3.95,COMSATS University Islamabad
14739,163.0,159.0,5.0,3.95,"International Islamic University, Islamabad"
14771,157.0,170.0,4.0,3.98,COMSATS University Islamabad
14782,161.0,156.0,5.0,3.47,Air University
14791,154.0,146.0,0.0,3.56,Bahria University
14798,157.0,157.0,4.5,3.8,National University of Modern Languages
14804,158.0,169.0,4.5,3.94,COMSATS University Islamabad
14809,155.0,153.0,5.0,3.89,Bahria University
14824,160.0,156.0,5.0,3.72,Bahria University
14831,164.0,165.0,4.5,3.83,Bahria University
14864,165.0,170.0,4.5,3.91,COMSATS University Islamabad
14871,165.0,167.0,4.5,3.8,NED University of Engineering and Technology
14892,150.0,170.0,3.0,3.91,"International Islamic University, Islamabad"
14898,162.0,160.0,4.0,3.88,Air University
14912,162.0,168.0,4.0,3.59,National University of Sciences and Technology
14917,162.0,168.0,4.0,3.59,Aga Khan University
14919,167.0,167.0,4.5,4.0,National University of Modern Languages
14920,162.0,168.0,4.0,3.59,Aga Khan University
14925,162.0,168.0,4.0,3.59,National University of Sciences and Technology
14970,161.0,167.0,3.5,3.9,Aga Khan University
14988,155.0,161.0,4.0,3.64,National University of Computer and Emerging Sciences
14995,153.0,170.0,3.0,3.1,University of the Punjab
15019,154.0,169.0,4.0,3.6,National University of Sciences and Technology
15026,149.0,152.0,5.0,3.85,Quaid-i-Azam University
15049,152.0,158.0,4.0,3.2,Aga Khan University
15064,160.0,167.0,4.0,3.98,"International Islamic University, Islamabad"
15068,158.0,170.0,4.0,3.9,Air University
15081,159.0,170.0,4.0,3.88,Bahria University
15085,153.0,151.0,4.0,3.5,Aga Khan University
15089,159.0,156.0,4.0,3.6,National University of Computer and Emerging Sciences
15120,167.0,170.0,4.5,3.87,"International Islamic University, Islamabad"
15128,149.0,148.0,5.0,3.98,NED University of Engineering and Technology
15146,154.0,169.0,3.0,3.83,Bahauddin Zakariya University
15182,164.0,159.0,5.5,3.92,Air University
15206,165.0,162.0,5.0,3.5,COMSATS University Islamabad
15228,154.0,150.0,4.0,3.4,University of Central Punjab
15256,155.0,158.0,5.0,4.0,Quaid-i-Azam University
15258,155.0,158.0,5.0,4.0,Bahauddin Zakariya University
15313,160.0,153.0,4.0,3.9,NED University of Engineering and Technology
15322,152.0,153.0,4.0,3.76,NED University of Engineering and Technology
15347,165.0,158.0,4.0,3.4,Bahauddin Zakariya University
15365,162.0,169.0,5.0,3.75,Air University
15393,166.0,165.0,5.0,3.0,COMSATS University Islamabad
15398,152.0,170.0,3.5,3.64,COMSATS University Islamabad
15402,154.0,157.0,4.5,3.96,NED University of Engineering and Technology
15403,154.0,157.0,4.5,3.96,NED University of Engineering and Technology
15429,151.0,167.0,3.5,3.59,NED University of Engineering and Technology
15431,155.0,147.0,3.5,3.68,NED University of Engineering and Technology
15432,166.0,169.0,4.5,3.56,Bahria University
15448,161.0,151.0,5.0,3.91,University of Central Punjab
15453,161.0,151.0,5.0,3.91,University of Central Punjab
15476,166.0,168.0,5.0,3.96,"International Islamic University, Islamabad"
15486,167.0,163.0,3.5,3.92,"International Islamic University, Islamabad"
15528,153.0,162.0,4.0,3.67,National University of Sciences and Technology
15541,148.0,168.0,3.5,3.44,Quaid-i-Azam University
15568,166.0,170.0,4.5,3.79,"International Islamic University, Islamabad"
15570,168.0,160.0,3.5,4.0,"International Islamic University, Islamabad"
15577,167.0,170.0,5.0,3.89,National University of Sciences and Technology
15580,167.0,170.0,5.0,3.89,"University of Engineering and Technology, Lahore"
15594,156.0,170.0,4.0,3.95,COMSATS University Islamabad
15600,164.0,166.0,5.0,3.94,Bahria University
15603,159.0,165.0,4.5,3.77,COMSATS University Islamabad
15615,165.0,152.0,5.5,3.57,Bahauddin Zakariya University
15626,163.0,169.0,4.0,3.3,NED University of Engineering and Technology
15657,152.0,166.0,3.5,3.95,National University of Modern Languages
15659,152.0,149.0,4.0,3.6,Bahauddin Zakariya University
15662,168.0,160.0,5.0,3.2,University of the Punjab
15671,152.0,170.0,4.5,8.83,Bahauddin Zakariya University
15676,161.0,163.0,5.0,4.0,National University of Modern Languages
15687,170.0,166.0,4.5,3.76,National University of Computer and Emerging Sciences
15718,162.0,166.0,4.5,3.72,"International Islamic University, Islamabad"
15720,160.0,160.0,5.0,3.64,Bahauddin Zakariya University
15728,156.0,166.0,4.0,7.6,NED University of Engineering and Technology
15765,153.0,170.0,3.0,3.5,"University of Engineering and Technology, Lahore"
15786,155.0,170.0,4.0,3.73,Bahauddin Zakariya University
15790,163.0,167.0,5.0,4.0,Bahauddin Zakariya University
15794,163.0,162.0,5.0,3.79,National University of Computer and Emerging Sciences
15823,168.0,160.0,4.5,4.0,National University of Sciences and Technology
15856,159.0,165.0,4.5,3.34,Bahria University
15860,159.0,165.0,4.5,3.34,COMSATS University Islamabad
15889,170.0,160.0,5.0,3.77,University of Central Punjab
15929,159.0,165.0,4.5,3.34,"University of Engineering and Technology, Lahore"
15941,150.0,151.0,4.0,3.92,National University of Modern Languages
15948,160.0,168.0,4.0,3.87,Air University
15990,165.0,160.0,4.0,3.97,National University of Sciences and Technology
15991,161.0,147.0,4.5,3.97,Bahauddin Zakariya University
15998,161.0,165.0,4.5,3.71,National University of Modern Languages
16015,143.0,159.0,2.5,3.5,COMSATS University Islamabad
16028,157.0,157.0,5.0,3.44,University of Central Punjab
16039,161.0,167.0,3.5,3.98,Aga Khan University
16046,149.0,165.0,4.0,3.91,University of Central Punjab
16066,169.0,169.0,5.0,3.4,Quaid-i-Azam University
16067,152.0,155.0,4.0,3.2,Bahauddin Zakariya University
16070,152.0,155.0,4.0,3.2,"University of Engineering and Technology, Lahore"
16071,160.0,168.0,4.5,3.54,National University of Sciences and Technology
16078,163.0,168.0,5.0,3.65,Institute of Business Administration
16100,159.0,163.0,5.5,3.67,"International Islamic University, Islamabad"
16109,154.0,169.0,3.0,3.2,National University of Sciences and Technology
16164,158.0,155.0,0.0,3.43,NED University of Engineering and Technology
16199,153.0,161.0,4.5,3.69,Quaid-i-Azam University
16200,161.0,168.0,4.0,3.4,"International Islamic University, Islamabad"
16213,159.0,160.0,4.0,3.56,Bahauddin Zakariya University
16217,167.0,161.0,5.0,3.95,University of the Punjab
16233,156.0,157.0,3.5,3.82,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
16248,162.0,158.0,5.0,3.92,"International Islamic University, Islamabad"
16292,156.0,153.0,5.5,3.82,Quaid-i-Azam University
16309,157.0,162.0,5.0,3.9,"International Islamic University, Islamabad"
16350,159.0,154.0,5.0,3.59,Bahauddin Zakariya University
16365,153.0,150.0,5.5,3.2,National University of Modern Languages
16401,157.0,160.0,4.5,3.75,NED University of Engineering and Technology
16426,163.0,170.0,5.0,3.7,NED University of Engineering and Technology
16446,160.0,168.0,5.0,3.2,University of Central Punjab
16465,163.0,167.0,0.0,3.95,Air University
16519,152.0,167.0,3.5,3.52,"University of Engineering and Technology, Lahore"
16523,152.0,170.0,3.0,3.3,Bahauddin Zakariya University
16537,166.0,170.0,4.5,3.7,National University of Sciences and Technology
16584,163.0,169.0,4.5,3.6,National University of Sciences and Technology
16623,166.0,160.0,5.0,3.8,"International Islamic University, Islamabad"
16646,154.0,157.0,3.0,3.1,Air University
16648,170.0,160.0,5.0,3.77,"International Islamic University, Islamabad"
16650,160.0,156.0,4.5,3.04,"International Islamic University, Islamabad"
16693,155.0,144.0,4.5,3.5,Bahauddin Zakariya University
16746,167.0,168.0,5.0,3.66,Quaid-i-Azam University
16795,165.0,160.0,5.5,3.7,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
